"","Item","Suport","Confidence"
"441","{UHT-milk,hard cheese,rolls/buns}","6","0.00238758"
"442","{UHT-milk,herbs}","6","0.00238758"
"443","{UHT-milk,house keeping products}","6","0.00238758"
"444","{UHT-milk,hygiene articles}","17","0.00676482"
"445","{UHT-milk,hygiene articles,napkins}","5","0.00198965"
"446","{UHT-milk,hygiene articles,other vegetables}","6","0.00238758"
"447","{UHT-milk,hygiene articles,pip fruit}","5","0.00198965"
"448","{UHT-milk,hygiene articles,pip fruit,tropical fruit}","5","0.00198965"
"449","{UHT-milk,hygiene articles,tropical fruit}","10","0.00397931"
"450","{UHT-milk,hygiene articles,yogurt}","5","0.00198965"
"451","{UHT-milk,ice cream}","7","0.00278552"
"452","{UHT-milk,liquor (appetizer)}","5","0.00198965"
"453","{UHT-milk,long life bakery product}","12","0.00477517"
"454","{UHT-milk,long life bakery product,other vegetables}","5","0.00198965"
"455","{UHT-milk,long life bakery product,root vegetables}","5","0.00198965"
"456","{UHT-milk,long life bakery product,yogurt}","6","0.00238758"
"457","{UHT-milk,margarine}","39","0.0155193"
"458","{UHT-milk,margarine,newspapers}","6","0.00238758"
"459","{UHT-milk,margarine,other vegetables}","12","0.00477517"
"460","{UHT-milk,margarine,other vegetables,tropical fruit}","6","0.00238758"
"461","{UHT-milk,margarine,other vegetables,tropical fruit,yogurt}","5","0.00198965"
"462","{UHT-milk,margarine,other vegetables,yogurt}","6","0.00238758"
"463","{UHT-milk,margarine,pastry}","7","0.00278552"
"464","{UHT-milk,margarine,pip fruit}","9","0.00358138"
"465","{UHT-milk,margarine,pip fruit,root vegetables}","5","0.00198965"
"466","{UHT-milk,margarine,pork}","7","0.00278552"
"467","{UHT-milk,margarine,rolls/buns}","8","0.00318345"
"468","{UHT-milk,margarine,root vegetables}","9","0.00358138"
"469","{UHT-milk,margarine,salty snack}","5","0.00198965"
"470","{UHT-milk,margarine,semi-finished bread}","5","0.00198965"
"471","{UHT-milk,margarine,soda}","8","0.00318345"
"472","{UHT-milk,margarine,sugar}","5","0.00198965"
"473","{UHT-milk,margarine,tropical fruit}","8","0.00318345"
"474","{UHT-milk,margarine,tropical fruit,yogurt}","6","0.00238758"
"475","{UHT-milk,margarine,whipped/sour cream}","7","0.00278552"
"476","{UHT-milk,margarine,whole milk}","6","0.00238758"
"477","{UHT-milk,margarine,yogurt}","13","0.0051731"
"478","{UHT-milk,mayonnaise}","8","0.00318345"
"479","{UHT-milk,meat}","13","0.0051731"
"480","{UHT-milk,meat,other vegetables}","5","0.00198965"
"481","{UHT-milk,misc. beverages}","5","0.00198965"
"482","{UHT-milk,mustard}","12","0.00477517"
"483","{UHT-milk,mustard,rolls/buns}","5","0.00198965"
"484","{UHT-milk,mustard,yogurt}","5","0.00198965"
"485","{UHT-milk,napkins}","25","0.00994827"
"486","{UHT-milk,napkins,other vegetables}","7","0.00278552"
"487","{UHT-milk,napkins,pip fruit}","5","0.00198965"
"488","{UHT-milk,napkins,soda}","8","0.00318345"
"489","{UHT-milk,napkins,tropical fruit}","9","0.00358138"
"490","{UHT-milk,napkins,whipped/sour cream}","5","0.00198965"
"491","{UHT-milk,napkins,yogurt}","5","0.00198965"
"492","{UHT-milk,newspapers}","42","0.0167131"
"493","{UHT-milk,newspapers,onions}","5","0.00198965"
"494","{UHT-milk,newspapers,other vegetables}","15","0.00596896"
"495","{UHT-milk,newspapers,other vegetables,root vegetables}","6","0.00238758"
"496","{UHT-milk,newspapers,other vegetables,soda}","6","0.00238758"
"497","{UHT-milk,newspapers,other vegetables,yogurt}","6","0.00238758"
"498","{UHT-milk,newspapers,pork}","7","0.00278552"
"499","{UHT-milk,newspapers,rolls/buns}","8","0.00318345"
"500","{UHT-milk,newspapers,root vegetables}","9","0.00358138"
"501","{UHT-milk,newspapers,root vegetables,soda}","6","0.00238758"
"502","{UHT-milk,newspapers,shopping bags}","8","0.00318345"
"503","{UHT-milk,newspapers,soda}","12","0.00477517"
"504","{UHT-milk,newspapers,whipped/sour cream}","5","0.00198965"
"505","{UHT-milk,newspapers,whole milk}","8","0.00318345"
"506","{UHT-milk,newspapers,yogurt}","11","0.00437724"
"507","{UHT-milk,oil}","13","0.0051731"
"508","{UHT-milk,oil,other vegetables}","5","0.00198965"
"509","{UHT-milk,onions}","15","0.00596896"
"510","{UHT-milk,onions,other vegetables}","8","0.00318345"
"511","{UHT-milk,onions,pork}","5","0.00198965"
"512","{UHT-milk,onions,rolls/buns}","5","0.00198965"
"513","{UHT-milk,onions,root vegetables}","7","0.00278552"
"514","{UHT-milk,onions,soda}","6","0.00238758"
"515","{UHT-milk,onions,whipped/sour cream}","5","0.00198965"
"516","{UHT-milk,onions,yogurt}","5","0.00198965"
"517","{UHT-milk,other vegetables}","80","0.0318345"
"518","{UHT-milk,other vegetables,pastry}","10","0.00397931"
"519","{UHT-milk,other vegetables,pastry,tropical fruit}","6","0.00238758"
"520","{UHT-milk,other vegetables,pip fruit}","14","0.00557103"
"521","{UHT-milk,other vegetables,pip fruit,tropical fruit}","8","0.00318345"
"522","{UHT-milk,other vegetables,pork}","13","0.0051731"
"523","{UHT-milk,other vegetables,pork,root vegetables}","5","0.00198965"
"524","{UHT-milk,other vegetables,pork,soda}","5","0.00198965"
"525","{UHT-milk,other vegetables,rolls/buns}","18","0.00716275"
"526","{UHT-milk,other vegetables,rolls/buns,soda}","5","0.00198965"
"527","{UHT-milk,other vegetables,rolls/buns,yogurt}","5","0.00198965"
"528","{UHT-milk,other vegetables,root vegetables}","17","0.00676482"
"529","{UHT-milk,other vegetables,root vegetables,soda}","7","0.00278552"
"530","{UHT-milk,other vegetables,root vegetables,tropical fruit}","5","0.00198965"
"531","{UHT-milk,other vegetables,root vegetables,whole milk}","5","0.00198965"
"532","{UHT-milk,other vegetables,root vegetables,yogurt}","6","0.00238758"
"533","{UHT-milk,other vegetables,salty snack}","7","0.00278552"
"534","{UHT-milk,other vegetables,sausage}","13","0.0051731"
"535","{UHT-milk,other vegetables,sausage,tropical fruit}","5","0.00198965"
"536","{UHT-milk,other vegetables,shopping bags}","11","0.00437724"
"537","{UHT-milk,other vegetables,sliced cheese}","6","0.00238758"
"538","{UHT-milk,other vegetables,soda}","20","0.00795862"
"539","{UHT-milk,other vegetables,soda,tropical fruit}","5","0.00198965"
"540","{UHT-milk,other vegetables,specialty bar}","7","0.00278552"
"541","{UHT-milk,other vegetables,sugar}","7","0.00278552"
"542","{UHT-milk,other vegetables,tropical fruit}","21","0.00835655"
"543","{UHT-milk,other vegetables,tropical fruit,whipped/sour cream}","6","0.00238758"
"544","{UHT-milk,other vegetables,tropical fruit,yogurt}","9","0.00358138"
"545","{UHT-milk,other vegetables,waffles}","8","0.00318345"
"546","{UHT-milk,other vegetables,whipped/sour cream}","15","0.00596896"
"547","{UHT-milk,other vegetables,whipped/sour cream,yogurt}","5","0.00198965"
"548","{UHT-milk,other vegetables,white bread}","6","0.00238758"
"549","{UHT-milk,other vegetables,whole milk}","14","0.00557103"
"550","{UHT-milk,other vegetables,yogurt}","21","0.00835655"
"551","{UHT-milk,packaged fruit/vegetables}","6","0.00238758"
"552","{UHT-milk,pasta}","10","0.00397931"
"553","{UHT-milk,pastry}","36","0.0143255"
"554","{UHT-milk,pastry,rolls/buns}","10","0.00397931"
"555","{UHT-milk,pastry,sausage}","7","0.00278552"
"556","{UHT-milk,pastry,shopping bags}","5","0.00198965"
"557","{UHT-milk,pastry,soda}","6","0.00238758"
"558","{UHT-milk,pastry,tropical fruit}","12","0.00477517"
"559","{UHT-milk,pastry,tropical fruit,yogurt}","6","0.00238758"
"560","{UHT-milk,pastry,waffles}","5","0.00198965"
"561","{UHT-milk,pastry,whipped/sour cream}","5","0.00198965"
"562","{UHT-milk,pastry,yogurt}","14","0.00557103"
"563","{UHT-milk,pet care}","6","0.00238758"
"564","{UHT-milk,pickled vegetables}","14","0.00557103"
"565","{UHT-milk,pip fruit}","37","0.0147234"
"566","{UHT-milk,pip fruit,rolls/buns}","5","0.00198965"
"567","{UHT-milk,pip fruit,root vegetables}","12","0.00477517"
"568","{UHT-milk,pip fruit,root vegetables,yogurt}","5","0.00198965"
"569","{UHT-milk,pip fruit,shopping bags}","5","0.00198965"
"570","{UHT-milk,pip fruit,soda}","5","0.00198965"
"571","{UHT-milk,pip fruit,sugar}","5","0.00198965"
"572","{UHT-milk,pip fruit,tropical fruit}","14","0.00557103"
"573","{UHT-milk,pip fruit,tropical fruit,yogurt}","5","0.00198965"
"574","{UHT-milk,pip fruit,white bread}","6","0.00238758"
"575","{UHT-milk,pip fruit,whole milk}","5","0.00198965"
"576","{UHT-milk,pip fruit,yogurt}","8","0.00318345"
"577","{UHT-milk,pork}","32","0.0127338"
"578","{UHT-milk,pork,rolls/buns}","6","0.00238758"
"579","{UHT-milk,pork,root vegetables}","10","0.00397931"
"580","{UHT-milk,pork,shopping bags}","5","0.00198965"
"581","{UHT-milk,pork,soda}","12","0.00477517"
"582","{UHT-milk,pork,whipped/sour cream}","5","0.00198965"
"583","{UHT-milk,pork,whole milk}","6","0.00238758"
"584","{UHT-milk,pork,yogurt}","8","0.00318345"
"585","{UHT-milk,pot plants}","8","0.00318345"
"586","{UHT-milk,processed cheese}","7","0.00278552"
"587","{UHT-milk,red/blush wine}","5","0.00198965"
"588","{UHT-milk,rolls/buns}","63","0.0250696"
"589","{UHT-milk,rolls/buns,root vegetables}","10","0.00397931"
"590","{UHT-milk,rolls/buns,root vegetables,soda}","5","0.00198965"
"591","{UHT-milk,rolls/buns,sausage}","8","0.00318345"
"592","{UHT-milk,rolls/buns,shopping bags}","9","0.00358138"
"593","{UHT-milk,rolls/buns,soda}","12","0.00477517"
"594","{UHT-milk,rolls/buns,tropical fruit}","8","0.00318345"
"595","{UHT-milk,rolls/buns,whole milk}","10","0.00397931"
"596","{UHT-milk,rolls/buns,yogurt}","24","0.00955034"
"597","{UHT-milk,root vegetables}","48","0.0191007"
"598","{UHT-milk,root vegetables,sausage}","6","0.00238758"
"599","{UHT-milk,root vegetables,shopping bags}","6","0.00238758"
"600","{UHT-milk,root vegetables,soda}","18","0.00716275"
"601","{UHT-milk,root vegetables,tropical fruit}","9","0.00358138"
"602","{UHT-milk,root vegetables,waffles}","5","0.00198965"
"603","{UHT-milk,root vegetables,whipped/sour cream}","10","0.00397931"
"604","{UHT-milk,root vegetables,whole milk}","8","0.00318345"
"605","{UHT-milk,root vegetables,yogurt}","16","0.00636689"
"606","{UHT-milk,salt}","8","0.00318345"
"607","{UHT-milk,salty snack}","18","0.00716275"
"608","{UHT-milk,salty snack,tropical fruit}","7","0.00278552"
"609","{UHT-milk,salty snack,yogurt}","6","0.00238758"
"610","{UHT-milk,sauces}","5","0.00198965"
"611","{UHT-milk,sausage}","34","0.0135296"
"612","{UHT-milk,sausage,shopping bags}","5","0.00198965"
"613","{UHT-milk,sausage,soda}","10","0.00397931"
"614","{UHT-milk,sausage,tropical fruit}","6","0.00238758"
"615","{UHT-milk,sausage,whole milk}","6","0.00238758"
"616","{UHT-milk,sausage,yogurt}","5","0.00198965"
"617","{UHT-milk,seasonal products}","6","0.00238758"
"618","{UHT-milk,semi-finished bread}","9","0.00358138"
"619","{UHT-milk,semi-finished bread,shopping bags}","5","0.00198965"
"620","{UHT-milk,shopping bags}","46","0.0183048"
"621","{UHT-milk,shopping bags,soda}","12","0.00477517"
"622","{UHT-milk,shopping bags,tropical fruit}","5","0.00198965"
"623","{UHT-milk,shopping bags,whole milk}","6","0.00238758"
"624","{UHT-milk,shopping bags,yogurt}","8","0.00318345"
"625","{UHT-milk,sliced cheese}","10","0.00397931"
"626","{UHT-milk,soda}","75","0.0298448"
"627","{UHT-milk,soda,specialty bar}","5","0.00198965"
"628","{UHT-milk,soda,sugar}","8","0.00318345"
"629","{UHT-milk,soda,tropical fruit}","12","0.00477517"
"630","{UHT-milk,soda,waffles}","6","0.00238758"
"631","{UHT-milk,soda,whipped/sour cream}","5","0.00198965"
"632","{UHT-milk,soda,whole milk}","7","0.00278552"
"633","{UHT-milk,soda,yogurt}","14","0.00557103"
"634","{UHT-milk,soft cheese}","5","0.00198965"
"635","{UHT-milk,softener}","5","0.00198965"
"636","{UHT-milk,soups}","5","0.00198965"
"637","{UHT-milk,specialty bar}","13","0.0051731"
"638","{UHT-milk,specialty cheese}","7","0.00278552"
"639","{UHT-milk,specialty chocolate}","9","0.00358138"
"640","{UHT-milk,spread cheese}","7","0.00278552"
"641","{UHT-milk,sugar}","22","0.00875448"
"642","{UHT-milk,sugar,yogurt}","5","0.00198965"
"643","{UHT-milk,sweet spreads}","6","0.00238758"
"644","{UHT-milk,tropical fruit}","49","0.0194986"
"645","{UHT-milk,tropical fruit,waffles}","5","0.00198965"
"646","{UHT-milk,tropical fruit,whipped/sour cream}","8","0.00318345"
"647","{UHT-milk,tropical fruit,whole milk}","6","0.00238758"
"648","{UHT-milk,tropical fruit,yogurt}","19","0.00756068"
"649","{UHT-milk,turkey}","5","0.00198965"
"650","{UHT-milk,waffles}","21","0.00835655"
"651","{UHT-milk,waffles,yogurt}","6","0.00238758"
"652","{UHT-milk,whipped/sour cream}","30","0.0119379"
"653","{UHT-milk,whipped/sour cream,yogurt}","12","0.00477517"
"654","{UHT-milk,white bread}","13","0.0051731"
"655","{UHT-milk,white bread,yogurt}","6","0.00238758"
"656","{UHT-milk,whole milk}","39","0.0155193"
"657","{UHT-milk,whole milk,yogurt}","10","0.00397931"
"658","{UHT-milk,yogurt}","73","0.0290489"
"659","{UHT-milk,zwieback}","6","0.00238758"
"660","{abrasive cleaner}","35","1"
"661","{abrasive cleaner,beef}","6","0.00238758"
"662","{abrasive cleaner,beef,whole milk}","6","0.00238758"
"663","{abrasive cleaner,berries}","6","0.00238758"
"664","{abrasive cleaner,bottled beer}","6","0.00238758"
"665","{abrasive cleaner,butter}","5","0.00198965"
"666","{abrasive cleaner,chicken}","5","0.00198965"
"667","{abrasive cleaner,citrus fruit}","8","0.00318345"
"668","{abrasive cleaner,citrus fruit,other vegetables}","6","0.00238758"
"669","{abrasive cleaner,cleaner}","5","0.00198965"
"670","{abrasive cleaner,newspapers}","5","0.00198965"
"671","{abrasive cleaner,onions}","5","0.00198965"
"672","{abrasive cleaner,other vegetables}","16","0.00636689"
"673","{abrasive cleaner,other vegetables,root vegetables}","6","0.00238758"
"674","{abrasive cleaner,other vegetables,tropical fruit}","5","0.00198965"
"675","{abrasive cleaner,other vegetables,whole milk}","7","0.00278552"
"676","{abrasive cleaner,pork}","5","0.00198965"
"677","{abrasive cleaner,rolls/buns}","5","0.00198965"
"678","{abrasive cleaner,root vegetables}","13","0.0051731"
"679","{abrasive cleaner,root vegetables,sausage}","6","0.00238758"
"680","{abrasive cleaner,root vegetables,whole milk}","8","0.00318345"
"681","{abrasive cleaner,sausage}","10","0.00397931"
"682","{abrasive cleaner,soda}","6","0.00238758"
"683","{abrasive cleaner,tropical fruit}","6","0.00238758"
"684","{abrasive cleaner,whipped/sour cream}","8","0.00318345"
"685","{abrasive cleaner,whipped/sour cream,whole milk}","5","0.00198965"
"686","{abrasive cleaner,whole milk}","16","0.00636689"
"687","{abrasive cleaner,whole milk,yogurt}","7","0.00278552"
"688","{abrasive cleaner,yogurt}","10","0.00397931"
"689","{artif. sweetener}","32","1"
"690","{artif. sweetener,bottled water}","7","0.00278552"
"691","{artif. sweetener,citrus fruit}","5","0.00198965"
"692","{artif. sweetener,frankfurter}","7","0.00278552"
"693","{artif. sweetener,margarine}","6","0.00238758"
"694","{artif. sweetener,newspapers}","5","0.00198965"
"695","{artif. sweetener,other vegetables}","10","0.00397931"
"696","{artif. sweetener,other vegetables,whole milk}","5","0.00198965"
"697","{artif. sweetener,pastry}","6","0.00238758"
"698","{artif. sweetener,pork}","6","0.00238758"
"699","{artif. sweetener,rolls/buns}","7","0.00278552"
"700","{artif. sweetener,shopping bags}","5","0.00198965"
"701","{artif. sweetener,soda}","6","0.00238758"
"702","{artif. sweetener,tropical fruit}","5","0.00198965"
"703","{artif. sweetener,whole milk}","11","0.00437724"
"704","{artif. sweetener,yogurt}","11","0.00437724"
"705","{baby cosmetics}","6","1"
"706","{baking powder}","174","1"
"707","{baking powder,beef}","15","0.00596896"
"708","{baking powder,beef,citrus fruit}","5","0.00198965"
"709","{baking powder,beef,frozen vegetables}","6","0.00238758"
"710","{baking powder,beef,other vegetables}","11","0.00437724"
"711","{baking powder,beef,other vegetables,whole milk}","5","0.00198965"
"712","{baking powder,beef,whole milk}","6","0.00238758"
"713","{baking powder,berries}","10","0.00397931"
"714","{baking powder,berries,other vegetables}","5","0.00198965"
"715","{baking powder,berries,whipped/sour cream}","5","0.00198965"
"716","{baking powder,berries,whole milk}","6","0.00238758"
"717","{baking powder,bottled beer}","9","0.00358138"
"718","{baking powder,bottled beer,rolls/buns}","6","0.00238758"
"719","{baking powder,bottled beer,whole milk}","6","0.00238758"
"720","{baking powder,bottled water}","28","0.0111421"
"721","{baking powder,bottled water,butter}","9","0.00358138"
"722","{baking powder,bottled water,butter,other vegetables}","6","0.00238758"
"723","{baking powder,bottled water,butter,other vegetables,whole milk}","5","0.00198965"
